question,uri,url,url_b
google, http://cde.peru21.pe/ima/0/0/0/2/1/21655.jpg, http://cde.peru21.pe/ima/0/0/0/2/1/21655.jpg
google, http://cde.peru21.pe/ima/0/0/1/7/5/175662.jpg, http://cde.peru21.pe/ima/0/0/1/7/5/175662.jpg
google, http://www.vocesdelimanorte.com/imagenes/basura-comas-5.jpg, http://www.vocesdelimanorte.com/imagenes/basura-comas-5.jpg
google, http://cde.elcomercio.pe/66/ima/0/0/5/3/5/535239.jpg, http://cde.elcomercio.pe/66/ima/0/0/5/3/5/535239.jpg
google, http://3.bp.blogspot.com/-3WliyROe_xM/UNZjKOIJofI/AAAAAAAALr8/OOTOjKE4r4g/s1600/CARABAYLLO+POBRE+XIII.png, http://3.bp.blogspot.com/-3WliyROe_xM/UNZjKOIJofI/AAAAAAAALr8/OOTOjKE4r4g/s1600/CARABAYLLO+POBRE+XIII.png
google, http://cde.peru21.pe/ima/0/0/1/7/4/174225.jpg, http://cde.peru21.pe/ima/0/0/1/7/4/174225.jpg
google, http://cde.3.elcomercio.pe/ima/0/0/8/2/4/824313/base_image.jpg, http://cde.3.elcomercio.pe/ima/0/0/8/2/4/824313/base_image.jpg
google, http://cde.peru21.pe/ima/0/0/0/9/6/96084.jpg, http://cde.peru21.pe/ima/0/0/0/9/6/96084.jpgquestion
google, http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Napoli_2010-by-RaBoe-40.jpg/300px-Napoli_2010-by-RaBoe-40.jpg, http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Napoli_2010-by-RaBoe-40.jpg/300px-Napoli_2010-by-RaBoe-40.jpg
google, http://ak6.picdn.net/shutterstock/videos/4003273/preview/stock-footage-scattered-waste-at-the-seaside-zoom-out.jpg, http://ak6.picdn.net/shutterstock/videos/4003273/preview/stock-footage-scattered-waste-at-the-seaside-zoom-out.jpg
google, http://wfxg.images.worldnow.com/images/19848680_BG1.jpg, http://wfxg.images.worldnow.com/images/19848680_BG1.jpg
google, http://sustainability-now.org/files/2015/02/Garbage-on-beach.jpg, http://sustainability-now.org/files/2015/02/Garbage-on-beach.jpg
google, http://i0.wp.com/img.chinasmack.com/www/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-04.jpg, http://i0.wp.com/img.chinasmack.com/www/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-04.jpg
google, http://images.mid-day.com/2012/nov/plastic.jpg, http://images.mid-day.com/2012/nov/plastic.jpg
google, http://newshence.com/wp-content/uploads/2014/09/Garbage-scattered-all-over-the-road.jpg, http://newshence.com/wp-content/uploads/2014/09/Garbage-scattered-all-over-the-road.jpg
google, http://www.alamance-nc.com/envhealth/wp-content/uploads/sites/9/2013/10/FOUST-FORD-BAUGUS-BURKEWORTH-4-1-08-011.jpg, http://www.alamance-nc.com/envhealth/wp-content/uploads/sites/9/2013/10/FOUST-FORD-BAUGUS-BURKEWORTH-4-1-08-011.jpg
google, http://www.thehindu.com/multimedia/dynamic/01455/SA12GARBAGE_1455380f.jpg, http://www.thehindu.com/multimedia/dynamic/01455/SA12GARBAGE_1455380f.jpg
google, http://files.doobybrain.com/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-01.jpg, http://files.doobybrain.com/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-01.jpg
google, http://image.shutterstock.com/display_pic_with_logo/579421/579421,1310590827,1/stock-photo-junk-yard-with-garbage-scattered-in-the-field-80947621.jpg, http://image.shutterstock.com/display_pic_with_logo/579421/579421,1310590827,1/stock-photo-junk-yard-with-garbage-scattered-in-the-field-80947621.jpg
google, http://images.talkingphonebook.com/images/timesunion/media_library/317/234/media9.jpg, http://images.talkingphonebook.com/images/timesunion/media_library/317/234/media9.jpg
google, http://cdn.nycitynewsservice.com/blogs.dir/8/files/2013/12/willis-ave-cropped.jpg, http://cdn.nycitynewsservice.com/blogs.dir/8/files/2013/12/willis-ave-cropped.jpg
google, https://robertlindsay.files.wordpress.com/2009/08/garbagenaples01.jpg, https://robertlindsay.files.wordpress.com/2009/08/garbagenaples01.jpg
google, http://www.davidmckie.com/wp-content/uploads/2015/03/Garbage.jpg, http://www.davidmckie.com/wp-content/uploads/2015/03/Garbage.jpg
google, http://photos.nomadicsamuel.com/Cambodia2013-1/Sihanoukville/i-zPDKbV2/0/1000x1000/Sihanoukville-Beach-Cambodia%20(3)-1000x1000.jpg, http://photos.nomadicsamuel.com/Cambodia2013-1/Sihanoukville/i-zPDKbV2/0/1000x1000/Sihanoukville-Beach-Cambodia%20(3)-1000x1000.jpg
google, http://www.thejakartapost.com/files/images2/SampahTahunBaru010111-1%20-%20edited, http://www.thejakartapost.com/files/images2/SampahTahunBaru010111-1%20-%20edited
google, http://files.doobybrain.com/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-06.jpg, http://files.doobybrain.com/wp-content/uploads/2012/10/50-tons-of-garbage-scattered-on-the-beach-by-tourists-06.jpg
